DOC_ID,REVIEW_TEXT,preprocessed_text,VERIFIED_PURCHASE,review_word_count,LABEL,label_num
19427,"There are some things I like about this clock: the sound quality is good and the display is very readable even if you're near-blind without glasses or contacts. It keeps going through frequent power outages during the windy season. It's become a valuable part of my morning routine even though I had to move it out of the bedroom.<br /><br />But that brings us to the cons: 1) The display is bright and can't be dimmed, which my husband loathed when he was trying to sleep. 2) The buttons make a very loud and jarring beep when you push them to set the alarm or change audio functions, and the beep can't be turned off. 3) I had hoped to use the clock as an MP3 player, but you can't shuffle the order of songs or use playlists; if you want to switch to more relaxing or upbeat music, your best bet is to have multiple thumb drives. 4) You'd think you could use the USB port to charge devices, but you can't. 5) The FM radio function is good, but when the radio is turned on, the display doesn't show the time.<br /><br />That said, I don't regret the purchase. I ended up putting this clock in the bathroom, where it functions very well as a night light; it also gets me going with news/music and keeps me on track in the mornings without the distraction of using a smart phone for those purposes. (You know: you go to turn on music and end up reading e-mail, checking apps, and so forth...) The no-frills, non-customizable nature of the interface keeps things simple. In that respect, it exceeded expectations and I'm actually pretty pleased with it!",thing like clock sound qualiti good display readabl even near blind without glass contact keep go frequent power outag windi season becom valuabl part morn routin even though move bedroom br br bring us con 1 display bright dim husband loath tri sleep 2 button make loud jar beep push set alarm chang audio function beep turn 3 hope use clock mp3 player shuffl order song use playlist want switch relax upbeat music best bet multipl thumb drive 4 think could use usb port charg devic 5 fm radio function good radio turn display show time br br said regret purchas end put clock bathroom function well night light also get go news music keep track morn without distract use smart phone purpos know go turn music end read e mail check app forth frill non customiz natur interfac keep thing simpl respect exceed expect actual pretti pleas,Y,286,real,0
12284,This is a great knee brace if you need the extra protection around your knee when you are active in a sport.  The knee brace is not too tight like some other ones out there and definitely not loose either- it has a nice breathable material that does not collect sweat and does not get too wet.  I used it for a street hockey game and I really felt that my knee was secure and I still had my full motion needed to run around the rink.,great knee brace need extra protect around knee activ sport knee brace tight like one definit loos either nice breathabl materi collect sweat get wet use street hockey game realli felt knee secur still full motion need run around rink,N,87,real,0
17529,I bought this book for my introductory sign language course and found it to be very helpful in learning about deaf culture. Highly recommended.,bought book introductori sign languag cours found help learn deaf cultur highli recommend,Y,24,real,0
15217,"I needed it to be Stainless but my mistake I ordered a fine thread.  She is working great, just what I needed.",need stainless mistak order fine thread work great need,Y,22,real,0
18905,I bought it because it's the recommended cable by the application developer... I was pretty sure that there were others out there but did not want to take a chance buying something that might have not worked well with the app; this cable does the job and does it well,bought recommend cabl applic develop pretti sure other want take chanc buy someth might work well app cabl job well,Y,50,real,0
18877,"I have read other negative reviews on this product.  Whilst I did not have reactions as bad or life threatening as others, I need to report that I did break out in a raised rash on my arm.  The only additional supplement I had taken were the Neocell Fish Collagen tablets.  In addition to the rash, I experienced severe itching on my body and head.  It was most uncomfortable.  I took some anti hystamines and the next morning the rash was gone. I will not take any more of these supplements as I am convinced that they caused an allergic reaction.",read neg review product whilst reaction bad life threaten other need report break rais rash arm addit supplement taken neocel fish collagen tablet addit rash experienc sever itch bodi head uncomfort took anti hystamin next morn rash gone take supplement convinc caus allerg reaction,N,101,real,0
9104,the humor never gets old with the show. Season after season it just keeps getting better. Safe for the whole family to watch.,humor never get old show season season keep get better safe whole famili watch,N,23,fake,1
13117,"Just what I needed! I purchased a used Bumbo seat and wanted a cover for it, this fit the bill perfectly. The colors are nice, and it's very cute. But mostly, it will provide the barrier I wanted.",need purchas use bumbo seat want cover fit bill perfectli color nice cute mostli provid barrier want,Y,38,real,0
20649,"I'm a Clarks shoe lover and own three other pairs. These shoes offered me comfort, were less strain in on the legs and back after standing and walking for 8-10 hours. No break in time and wore them straight out the box. I have been looking at these shoes for three months before I bought them. I've also tried the Merrell's and New Balance line. Found these very stiff and hard on my feet. I normally wear an 8w in all my shoes. I went up a half size in these to accommodate thick socks or if you wear two pairs of socks like I do: for extra cushioning and perspiration. The width is true to size. It will also accommodate your orthotics. I recommend these shoes if you are into walking, standing at great lengths during the day. I did Disneyland, LA, CA,  all three days in these shoes with no problems whatsoever.",clark shoe lover three pair shoe offer comfort less strain leg back stand walk 8 10 hour break time wore straight box look shoe three month bought also tri merrel new balanc line found stiff hard feet normal wear 8w shoe went half size accommod thick sock wear two pair sock like extra cushion perspir width true size also accommod orthot recommend shoe walk stand great length day disneyland la ca three day shoe problem whatsoev,Y,154,real,0
15837,save your money. if you think it is hard to put a screen saver on a cell phone with no air bubbles try something 20 times as big.,save money think hard put screen saver cell phone air bubbl tri someth 20 time big,Y,28,real,0
4925,"Yay! clear,soft and an amazing feeling when you touch it..must try and it will came to your door step on time.love it!",yay clear soft amaz feel touch must tri came door step time love,Y,22,fake,1
12737,Cheap garbage!!  I can not suggest this product at all.  I felt like I was ripped off.  I didn't work.,cheap garbag suggest product felt like rip work,Y,20,real,0
6428,"I like this skewer enough, though I really can't say much about it that isn't already apparent. All I can probably say about it is that I can rely on it and my performance is really good with this one.",like skewer enough though realli say much alreadi appar probabl say reli perform realli good one,N,40,fake,1
4909,"Great case for going out. I use it for special occasions and it works perfectly. Just as described and love the bling, along with the Apple logo window.",great case go use special occas work perfectli describ love bling along appl logo window,Y,28,fake,1
20539,"Bought this wig for a community theater play to wear for about 10 minutes onstage each day. Fantastic product! Looks just like the picture. Good price. The wig comes in a solid, hard box with netting; great for re-storage. It's thick enough and definitely does not have bald spots. The top curls are well secured with some kind of bobby pins. The side curls held up very well after two months of handling (taking it out, putting on, repackaging). It has elastic straps inside for size adjustment.<br /><br />Things of Note: I tried it first with just my hair pinned up. It was a little loose and the next strap adjustment notch was too tight on me. Next I tried it with a cheap wig cap which really made the wig slide around. The cap got a run after the first usage and got tossed anyway. What I found worked great for me was a pair of control top panty hose with the legs cut off and tied to make a wig cap. The ribbing texture on the hose gave the wig something to grip to and it stayed on securely and comfortably, even through some light activity (tilting head back and a slight skirmish with other characters onstage). Recommend also using a few bobby pins for extra security. The last thing any actress wants is to lose her hair onstage.<br />The bangs are a little long and do have a tendency to get in one's eyes. The plus side is they are very thick and don't look cheap. I suppose you could trim them, however I couldn't bear to cut such a beautiful wig.",bought wig commun theater play wear 10 minut onstag day fantast product look like pictur good price wig come solid hard box net great storag thick enough definit bald spot top curl well secur kind bobbi pin side curl held well two month handl take put repackag elast strap insid size adjust br br thing note tri first hair pin littl loos next strap adjust notch tight next tri cheap wig cap realli made wig slide around cap got run first usag got toss anyway found work great pair control top panti hose leg cut tie make wig cap rib textur hose gave wig someth grip stay secur comfort even light activ tilt head back slight skirmish charact onstag recommend also use bobbi pin extra secur last thing actress want lose hair onstag br bang littl long tendenc get one eye plu side thick look cheap suppos could trim howev bear cut beauti wig,N,275,real,0
15009,"Great sound but the built quality was atrocious. They fell apart within weeks of owning them with very good care and eventually broke. Very cheap materials. Very, very disappointed. Especially for the price you would expect sub-par build quality. I don't recommend these unfortunately. There are rugged versions of these that I have not tried but they do look promising at least.",great sound built qualiti atroci fell apart within week own good care eventu broke cheap materi disappoint especi price would expect sub par build qualiti recommend unfortun rug version tri look promis least,Y,62,real,0
812,The name is bit misleading as it's not made in Chicago or for that matter the US. it's made in China and the handles are quite flimsy. That said if you are not into serious cooking the set will do quite nicely. If a friend is looking for a cheap set for not heavy duty cooking I will recommend this product. Otherwise look some more.,name bit mislead made chicago matter us made china handl quit flimsi said seriou cook set quit nice friend look cheap set heavi duti cook recommend product otherwis look,N,65,fake,1
19031,"It wasn't what I expected....for that price, I thought I could get a better quality material, looks like its going to break so easily",expect price thought could get better qualiti materi look like go break easili,Y,24,real,0
10564,"This shampoo is a disappointment for me.  I have used the conditioner and leave in treatment in this hair care line and love both.  I was excited to test this specially formulated shampoo as well.  Once I received it and read the label I was very disappointed to learn this contains sulfates the evil enemy of Keratin users.<br />This suds up nicely and smells great.  My hair was left feeling clean, yet I had that sinking feeling I was damaging my hair.  I'll continue to use the conditioner and leave in treatment, but I'm sticking with no sulfate, no suds shampoos.",shampoo disappoint use condition leav treatment hair care line love excit test special formul shampoo well receiv read label disappoint learn contain sulfat evil enemi keratin user br sud nice smell great hair left feel clean yet sink feel damag hair continu use condition leav treatment stick sulfat sud shampoo,N,101,real,0
1027,"I was a long time proactive user, but didn't care for their customer service and wanted something cheaper. This system claims to be half the price of proactive, but since it comes in smaller containers, that aren't exactly true.",long time proactiv user care custom servic want someth cheaper system claim half price proactiv sinc come smaller contain exactli true,N,39,fake,1
17959,"My husband likes to listen to his iPod in the shower so this was a great product for him to do just that without blasting out the rest of the family.  However, after a couple months the quality of the sound was poor.  It seems to be in the wire of the dock but good luck trying to figure out how to fix that.  Too bad it is past our return date.  We really liked it while it worked so he is already looking for a different one but would like the dock to be direct instead of a wire.",husband like listen ipod shower great product without blast rest famili howev coupl month qualiti sound poor seem wire dock good luck tri figur fix bad past return date realli like work alreadi look differ one would like dock direct instead wire,Y,100,real,0
6496,On the weekend me and my sons sit down and play xbox for hours on hours .<br />But unfortunately the council that I have does not have a cooling system. That's why this product is really amazing. because it helps me to keep my Xbox unite from over heating. Its also helpful for my computer and other electronics that I have and I would recommend it to all trying to keep it on the cool side. So enjoy your systems all day long.,weekend son sit play xbox hour hour br unfortun council cool system product realli amaz help keep xbox unit heat also help comput electron would recommend tri keep cool side enjoy system day long,Y,83,fake,1
18718,"This controller takes you back to your youth with simple plug and play compatibility.<br /><br />No drivers needed on any of my XP/Vista/7  Desktop or laptops.<br /><br />Control stick is not the same ""narrow piece of grinding plastic shaft that wobbles as it wears"" but a modern day digital replacement that feels like the original yet maintains the original appearance. It has a ""dust n' snack""  shield under the main stick that stealthily defends the inner workings from any kind of  Funyun or Dorito crumb you can throw at it that misses your maw during the wild split second snack breaks classic games offer. There is no notable lag on a modern day Windows 7 system.<br /><br />I love it, and my 13 year old retro gaming crazed son loves it as a great Christmas addition to our retro gaming center that includes a pc media center addition.<br /><br />Don't be the Simpsons Jeff Albertson  and give this thing a negative rating for what it is for the money. If you can do better than by all means please do so.<br /><br />Make it perfect, tout it as such, and let me know where I can find it here on Amazon... Then let me critique it.<br /><br />I eagerly await your submission.",control take back youth simpl plug play compat br br driver need xp vista 7 desktop laptop br br control stick narrow piec grind plastic shaft wobbl wear modern day digit replac feel like origin yet maintain origin appear dust n snack shield main stick stealthili defend inner work kind funyun dorito crumb throw miss maw wild split second snack break classic game offer notabl lag modern day window 7 system br br love 13 year old retro game craze son love great christma addit retro game center includ pc media center addit br br simpson jeff albertson give thing neg rate money better mean pleas br br make perfect tout let know find amazon let critiqu br br eagerli await submiss,Y,212,real,0
19378,This watch is a basic watch that affordably accomplishes its task.  It is comfortable to wear and easy to view.  I also like its modest good looks.  You could pay more and get less.,watch basic watch afford accomplish task comfort wear easi view also like modest good look could pay get less,Y,34,real,0
4002,"The Wire is one of my favorite shows of all time. I wasn't aware of it when it was still airing on HBO, but after hearing rave reviews I decided to purchase the box set and go from there. As my opening sentence asserts, that was a great decision.<br /><br />Except for the quality of the actual discs. Like others on here have mentioned, this box set is just not up to par. Four of my discs had disc read issues, and one of them managed to completely stop working mid-season. I've since had the entire set replaced, and although the new one works much better, from time to time it still skips or pauses randomly. To be honest, I'm not quite sure what happened during the production run of these as writing DVDs is usually a rather simple process, but something was definitely up.<br /><br />I wouldn't normally recommend this as I'm a firm believer that piracy is wrong, but my suggestion would be to buy the set so the cast and crew get their royalties and also downloading a digital copy for pain-free viewing. It's not illegal if you own the product, and honestly it'll save you quite a few headaches. I'm not going to provide you with a link, but let's just say it's not too hard to find if you're so inclined.<br /><br />I don't want to write a mini review on the series as there's many others out there, but I will say that the extra features in this set are fantastic and absolutely worth the price. They really let you delve into the world of Baltimore and see why it's such a terrible self reinforcing cycle. David Simon, despite being a bit of an a**hole, is nothing short of a genius.<br /><br />Thank you for taking the time to read my review! If you have any comments or critiques, please feel free to reply.",wire one favorit show time awar still air hbo hear rave review decid purchas box set go open sentenc assert great decis br br except qualiti actual disc like other mention box set par four disc disc read issu one manag complet stop work mid season sinc entir set replac although new one work much better time time still skip paus randomli honest quit sure happen product run write dvd usual rather simpl process someth definit br br normal recommend firm believ piraci wrong suggest would buy set cast crew get royalti also download digit copi pain free view illeg product honestli save quit headach go provid link let say hard find inclin br br want write mini review seri mani other say extra featur set fantast absolut worth price realli let delv world baltimor see terribl self reinforc cycl david simon despit bit hole noth short geniu br br thank take time read review comment critiqu pleas feel free repli,N,320,fake,1
3910,The closure part broke before I got a chance to wear them. I received the earrings and very soon they broke. It is very hard to open the closing hook Not worth the fee to return them. My loss!,closur part broke got chanc wear receiv ear soon broke hard open close hook worth fee return loss,N,39,fake,1
19850,The best Bluetooth device I've seen. The lowest profile device. No cords hanging down. It is comfortable enough that I forget it is there.,best bluetooth devic seen lowest profil devic cord hang comfort enough forget,Y,24,real,0
19130,"It's everything I needed it to be. Portable, durable, comfortable, adjustable, easy to set up and looks like it belongs on stage with the rest of the equipment. It's a lifesaver for me.",everyth need portabl durabl comfort adjust easi set look like belong stage rest equip lifesav,Y,33,real,0
17961,"How could you not like a John Ford film that stars John Wayne? Sheeeeesh.....<br /><br />The work in creating the Blu-ray disc itself has been taken seriously. This is a marvel to watch. It's not considered one of Ford's best, but show me ANYTHING that compares today! This is one of the best reasons I can think of for Blu-Ray's existance.",could like john ford film star john wayn sheeeeesh br br work creat blu ray disc taken serious marvel watch consid one ford best show anyth compar today one best reason think blu ray exist,Y,61,real,0
18390,My hands were going numb on my 20mile round trip commute. The gloves cut down on the problem for me.,hand go numb 20mile round trip commut glove cut problem,Y,20,real,0
20031,"great combo for the nightstand.  excellent radio reception and phone quality, variety of alarm settings, and compact size. perfect for a bedroom phone.",great combo nightstand excel radio recept phone qualiti varieti alarm set compact size perfect bedroom phone,Y,23,real,0
8276,It is not Christmas in our household until we have seen this movie. It's been a tradition with us for many many years and I hope our kids pass this on when they are old enough to have a family.,christma household seen movi tradit us mani mani year hope kid pass old enough famili,N,40,fake,1
12988,"Using it to connect to my imac with caldigit thunderbolt dock, since there is only one thunderbolt port on this dock.When two sata drives are inserted, only one show up on finder window, though both drives icons show up on desk top.<br />Files can be transferred, copied etc, alot faster than using usb3.",use connect imac caldigit thunderbolt dock sinc one thunderbolt port dock two sata drive insert one show finder window though drive icon show desk top br file transfer copi etc alot faster use usb3,Y,53,real,0
5767,Music coming from this little speaker sounds terrific! This baseball -like speaker comes with a small USB to USB-mini cable for recharging. Definitely worth this price!,music come littl speaker sound terrif basebal like speaker come small usb usb mini cabl recharg definit worth price,Y,26,fake,1
19534,"The Goggles were brand new, in perfect shape, no flaws. I was actually looking for a mirrored lens but the website did not have any in stock. But these Eclipse lens are totally murdered out and will work perfect for the sunny days.",goggl brand new perfect shape flaw actual look mirror len websit stock eclips len total murder work perfect sunni day,Y,43,real,0
20285,"Reasons I am grossly unhappy with this product:<br /><br />1) The case interferes with the touch screen, especially when sliding to unlock, answering, and hanging up the phone.<br /><br />2) The case interferes with the microphone. I have to talk with the bottom of the phone facing my mouth in order to be heard. This makes having conversations very difficult if I am not using the speakerphone feature on my phone.<br /><br />3) The case interferes with the phones ability to adjust the display light according to the light in the room.<br /><br />4) Dust gets in the phone and interferes with viewing the screen.<br /><br />5) The headphone situation is really inconvenient (you need an adapter). Using the adapter is not only annoying, it doesn't work well. There is a lot of interference.<br /><br />These issues are caused by the case, not my phone. I thought that perhaps there was something wrong with my phone but I used a different case for one week and all the above issues disappeared. In all fairness it does seem to protect the phone though- I've dropped it several times and the phone is still working. I paid a lot of money to protect my phone, but did not know it would be at the expense of its' functionality.<br /><br />When I first purchased this product and had not yet been aware of all these issues I recommended it to a friend. That friend bought it and has since experienced similar issues. I am extremely disappointed with this product and strongly advise against purchasing it.",reason grossli unhappi product br br 1 case interfer touch screen especi slide unlock answer hang phone br br 2 case interfer microphon talk bottom phone face mouth order heard make convers difficult use speakerphon featur phone br br 3 case interfer phone abil adjust display light accord light room br br 4 dust get phone interfer view screen br br 5 headphon situat realli inconveni need adapt use adapt annoy work well lot interfer br br issu caus case phone thought perhap someth wrong phone use differ case one week issu disappear fair seem protect phone though drop sever time phone still work paid lot money protect phone know would expens function br br first purchas product yet awar issu recommend friend friend bought sinc experienc similar issu extrem disappoint product strongli advis purchas,N,262,real,0
11827,"For its time, this was probably quite a shocker and explored some territory that we were not used to seeing in film:  lesbians in a relationship and in the world of sports.<br /><br />The two weak points for me were Hemingway, who was not such a great actress; and the fact that the movie seemed to drag on much longer than it needed to.  Otherwise, it is nicely shot and has a good core story.",time probabl quit shocker explor territori use see film lesbian relationship world sport br br two weak point hemingway great actress fact movi seem drag much longer need otherwis nice shot good core stori,N,75,real,0
17331,VERY secure suction cup attachment.  Attractive design.  Would like for the 'neck' to be 1-2cm longer so that the iPhone would not hit my weighted dashboard base holder when in the portrait position.  Ring must be loosened on the back to shift the iOttie cradle 90 degrees which is mildly inconvenient.,secur suction cup attach attract design would like neck 1 2cm longer iphon would hit weight dashboard base holder portrait posit ring must loosen back shift iotti cradl 90 degre mildli inconveni,Y,51,real,0
12340,These are awesome.  I bought them to use to fill in the area in my window beside a fan to keep my cats from ripping the screen since they looked sturdy and had holes for ventilation.  They worked perfectly for that purpose.  I plan on buying more to use as they are intended as pegboard because they are nice and solid and easy to work with.  The size is nice to be able to configure to the area and the price is much better than the metal pegboard my husband previously purchased.,awesom bought use fill area window besid fan keep cat rip screen sinc look sturdi hole ventil work perfectli purpos plan buy use intend pegboard nice solid easi work size nice abl configur area price much better metal pegboard husband previous purchas,Y,92,real,0
15527,This is a great letter learning toy for kids. My 3 year old enjoys playing with it. We have a lot of leapfrog toys and I've never been disappointed. They are all great quality and great for teaching young children.,great letter learn toy kid 3 year old enjoy play lot leapfrog toy never disappoint great qualiti great teach young children,Y,40,real,0
15463,"I purchased two of these filters to replace the cabin air filter in my 2005 Toyota Camry.  The filters are a bit larger than the opening in the filter rack, and have to be squeezed in.  This, in turn, causes a pucker in the filter, and creates a gap allowing air to bypass the filter.  I've purchased other filters that have fit correctly, so I won't be buying this filter again.",purchas two filter replac cabin air filter 2005 toyota camri filter bit larger open filter rack squeez turn caus pucker filter creat gap allow air bypass filter purchas filter fit correctli buy filter,Y,71,real,0
16849,"Got this for my mother-in-law and it is exactly what she was looking for.  The quality is not high, but the price reflects that.",got mother law exactli look qualiti high price reflect,Y,24,real,0
2192,"Found these ipad video lessons and I've got to say, I use my ipad to its fullest potential now. It's worth a look if you want to get the most out of these amazing machines!  [...]",found ipad video lesson got say use ipad fullest potenti worth look want get amaz machin,N,36,fake,1
1316,"Recently my One of  friend told me about this product, then I order this product here from amazon.But when I got this product I am little-bit disappoint the design the not so good.The designer take a look about this  thing I hope.<br /><br />But the colour really good.I like this colour.",recent one friend told product order product amazon got product littl bit disappoint design good design take look thing hope br br colour realli good like colour,N,51,fake,1
12629,"Nothing from another world, it is a folder where to put another smaller folders, it does the job, nice green color.",noth anoth world folder put anoth smaller folder job nice green color,Y,21,real,0
18031,Awesome LED bulbs. Millions of color combinations. Amazing. Will definitely be purchasing more for other rooms.,awesom led bulb million color combin amaz definit purchas room,Y,16,real,0
18165,"Item was listed as a compatible replacement for my Janitrol/Goodman furnace, but did not work.  Different resistor, voltage, I don't know.  For the cost, I just ate the cost, as it wasn't worth the hassle of a return.<br /><br />Being only &#34;compatible&#34; isn't always a good thing when talking about electronics.",item list compat replac janitrol goodman furnac work differ resistor voltag know cost ate cost worth hassl return br br 34 compat 34 alway good thing talk electron,Y,51,real,0
17261,The only place I can get this x-large size of Swiffer sweeper refills is on Amazon so I have to really shop around for a competitive price. I bought a pack of 3 which should last a few weeks. I don't sweep everyday and I also sometimes use the cloths to dust furniture. They're great for that!,place get x larg size swiffer sweeper refil amazon realli shop around competit price bought pack 3 last week sweep everyday also sometim use cloth dust furnitur great,Y,57,real,0
18832,Looked.very cute when it came.but the pink border had seperated from the clear case within 2 days. You get way yoy pay for.,look cute came pink border seper clear case within 2 day get way yoy pay,Y,23,real,0
20752,"The size was bigger than I expect because I wear size 6.5 but the shoe stretcher looks like 8, I'm not satisfied.",size bigger expect wear size 6 5 shoe stretcher look like 8 satisfi,Y,22,real,0
4902,These gloves are great! I have been using these gloves for a week now and these are my new must have when grilling/cooking/baking. The prize is reasonable and well worth it. I would absolutely recommend these gloves to anyone.,glove great use glove week new must grill cook bake prize reason well worth would absolut recommend glove anyon,Y,39,fake,1
18250,"Miracle product.  turned my soft peeling nails into strong, growing, beautiful nails.  Now i have to file or cut them every week!  Will never stop using.  Worth every penny.  Never tried other nail proteins, never had the need to look elsewhere.<br />The way i use:  apply one coat on day 1 and a second on day two.  Wear until it wears away at the tips, about 5 days usually.  REmove with regular polish and repeat cycle.  I don't add more than two coats at a time.<br />Also, make sure to use the right formula for your nails (go by description).  formula 2 is my miracle.  I tried 2 plus because it seemed even &#34;stronger&#34; but it wasn't right for my nails.",miracl product turn soft peel nail strong grow beauti nail file cut everi week never stop use worth everi penni never tri nail protein never need look elsewher br way use appli one coat day 1 second day two wear wear away tip 5 day usual remov regular polish repeat cycl add two coat time br also make sure use right formula nail go descript formula 2 miracl tri 2 plu seem even 34 stronger 34 right nail,Y,121,real,0
20331,Great quality. I ordered the wrong size so it's a little big but I just wear it on a different finger instead. Might reorder another in my size and give this one to my brother. Great quality and a good price. Very pleased.,great qualiti order wrong size littl big wear differ finger instead might reorder anoth size give one brother great qualiti good price pleas,Y,43,real,0
1035,Either I really don't know what I'm looking for or this thing doesn't really make much of a difference for me.,either realli know look thing realli make much differ,N,21,fake,1
15583,"This is NOT a review of this film per se. I simply would like to know why the extended versions of all three films are no longer available on DVD/blue ray, or, when they are, are too expensive for the average person to buy, not as advertised, or are in such shoddy condition that people want to return them for another copy or a refund. I find this quite shocking, considering the reputation and popularity of these films. I'm glad that I purchased mine while they were still cheap and easily available. I'll be sure to make the extra effort to take good care of them but, what the hell is going on here?",review film per se simpli would like know extend version three film longer avail dvd blue ray expens averag person buy advertis shoddi condit peopl want return anoth copi refund find quit shock consid reput popular film glad purchas mine still cheap easili avail sure make extra effort take good care hell go,N,114,real,0
13570,"Great value, nice picture.  Smart TV features are useful.<br />Loading the smart TV sites are a little slow.<br />Unfortunately this TV is not supported by the Xfinity App so we cannot watch cable without a converter box.<br /><br />It's changed the way we watch TV - for the better (i.e. no commercials)<br />Pair with Amazon Prime for expanded content.",great valu nice pictur smart tv featur use br load smart tv site littl slow br unfortun tv support xfiniti app cannot watch cabl without convert box br br chang way watch tv better e commerci br pair amazon prime expand content,Y,59,real,0
12185,Seems to be working great. My plants look very healthy and are growing. The plant that came with it is huge and thriving!,seem work great plant look healthi grow plant came huge thrive,Y,23,real,0
13319,Its a buffing wheel what more needs to be said?  other than it does it's job of buffing and polishing.,buf wheel need said job buf polish,Y,20,real,0
