DOC_ID,REVIEW_TEXT,preprocessed_text,VERIFIED_PURCHASE,review_word_count,LABEL,label_num
27,I love the fact that you can easily read the measurements...great for those of us who's eyes aren't what they use to be LOL. I get so tired of trying to read the numbers on those others where it's the same color as the cup itself.,love fact easili read measur great us eye use lol get tire tri read number other color cup,N,46,fake,1
28,I have bought several products from this seller and I have been pleased with all of them. The green coffee does exactly what it says it does! I am happy with it and will purchase another once I am finished with this bottle.,bought sever product seller pleas green coffe exactli say happi purchas anoth finish bottl,Y,43,fake,1
29,"This is an extremely well made electric blanket. We tried 2 before this one & took both back. You cannot feel the wires and the material is very luxurious. I did feel it was quite pricey...about $50 more than the ones we took back. However, that being said, the quality indicates it will last for years.",extrem well made electr blanket tri 2 one took back cannot feel wire materi luxuri feel quit pricey 50 one took back howev said qualiti indic last year,N,56,fake,1
30,great product for coffee lover that want little more rich flavor on their coffee. Love that is easy to clean.,great product coffe lover want littl rich flavor coffe love easi clean,Y,20,fake,1
31,I figured it would for sure fit a dasani bottle.... it doesn't.  I have been able to use it with cheap water bottles though.,figur would sure fit dasani bottl abl use cheap water bottl though,Y,24,fake,1
32,"This dinnerware set provides a very nice aesthetic. It will allow you to set your table very decoratively, and the beauty of a white dinnerware set is that it goes with any color scheme! Before acquiring this particular dinnerware set, I already owned a plain white set of dinnerware; but this set with the platinum rim is much nicer.",dinnerwar set provid nice aesthet allow set tabl decor beauti white dinnerwar set goe color scheme acquir particular dinnerwar set alreadi own plain white set dinnerwar set platinum rim much nicer,N,59,fake,1
33,The sides of the case didn't match my phone at all but the real issue is when the tan color became blackish in some parts. Looks unpleasant and can't use like that.,side case match phone real issu tan color becam blackish part look unpleas use like,N,32,fake,1
34,"Since I have a low pain tolerance this facial hair remover didn't hurt very much. It did take a lot of hair off my face which I love because I hate peach fuzz, especially when wearing foundation. The tweezers were okay, loved the color but it was a little hard for me to use. Wish the package was bubble wrapped because it was so cute but mine got smashed in the process of shipping. Great customer service!!",sinc low pain toler facial hair remov hurt much take lot hair face love hate peach fuzz especi wear foundat tweezer okay love color littl hard use wish packag bubbl wrap cute mine got smash process ship great custom servic,Y,77,fake,1
35,The bag looks like a little smaller version than the one in the picture. The picture shows a lot and describes how much it holds. I found it hard to accommodate my D3100 and two lenses along with the battery charger.,bag look like littl smaller version one pictur pictur show lot describ much hold found hard accommod d3100 two lens along batteri charger,N,41,fake,1
36,Bought this to use with my gel eyeliner. The handle is longer than I liked but it works well. I like that it is slanted and very easy to apply and clean.,bought use gel eyelin handl longer like work well like slant easi appli clean,Y,32,fake,1
37,"This mask is great for the purpose of keeping out the light for sure! My hubs gets up at 4am to go work and he is a butthead by turning on all the lights. Since getting this, Ive havent had any issues sleeping through it! lol. It looks like a mini bra because its not like your traditional flat sleep masks that lay flat over your eyes. This one has little &#34;cups&#34; that doesnt touch your eyelids at all which is nice because with my old sleep mask it made me itchy. The only reason why I didnt give this 5 stars is because whenever I turned to sleep on my sides it kinda made it uncomfortable to sleep with it on. I had to sleep on my back to make it stay on. For me I hate sleeping on my back so :(",mask great purpos keep light sure hub get 4am go work butthead turn light sinc get ive havent issu sleep lol look like mini bra like tradit flat sleep mask lay flat eye one littl 34 cup 34 doesnt touch eyelid nice old sleep mask made itchi reason didnt give 5 star whenev turn sleep side kinda made uncomfort sleep sleep back make stay hate sleep back,Y,144,fake,1
38,I used this in my photoshoot last month.. It's really cool.. it has a nice built quality and vintage look.. really awesome..,use photoshoot last month realli cool nice built qualiti vintag look realli awesom,Y,22,fake,1
39,"My personal physician recommended it and I bought at goo.gl/5Zi8I , 600mg a tablet for only 5 cents, additional with $10 off and free samples. Great stuff!!!!!<br /><br />Recent biochemical and pharmacological studies have identified red yeast rice as a beneficial supplement for maintaining a healthy balance of cholesterol and related lipids in the body. Studies have reported lowering of LDL and triglycerides while increasing HDL. A clinical study on patients who have suffered a heart attack found that a partially purified extract of red yeast rice, reduced the risk of repeat heart attacks by 45 revascularization (bypass surgery/angioplasty), cardiovascular mortality, and total mortality by one-third; and cancer mortality by two-thirds.<br /><br />A recent study has found that nattokinase combined with red yeast rice can significantly lower cholesterol. I use it with Best Nattokinase( goo.gl/32EeB ) and this does a fabulous job of reducing my LDL and overall cholesterol( from 220 to 150 ). Amazing!",person physician recommend bought goo gl 5zi8i 600mg tablet 5 cent addit 10 free sampl great stuff br br recent biochem pharmacolog studi identifi red yeast rice benefici supplement maintain healthi balanc cholesterol relat lipid bodi studi report lower ldl triglycerid increas hdl clinic studi patient suffer heart attack found partial purifi extract red yeast rice reduc risk repeat heart attack 45 revascular bypass surgeri angioplasti cardiovascular mortal total mortal one third cancer mortal two third br br recent studi found nattokinas combin red yeast rice significantli lower cholesterol use best nattokinas goo gl 32eeb fabul job reduc ldl overal cholesterol 220 150 amaz,N,155,fake,1
40,No go. All the reviews are fake. Buyer be ware. I took it and I got blood in my stool. Stopped taking it right away. Look all the reviews are positive with the same thing to say. Same reviewer. If anyone really took it as i did you would write a 1 star review because no-one wants blood in their stool.,go review fake buyer ware took got blood stool stop take right away look review posit thing say review anyon realli took would write 1 star review one want blood stool,N,61,fake,1
41,"My personal physician recommended it and I bought at goo.gl/5Hndv ,with $10 off and free samples. Great stuff!!!!!<br /><br />My personal physician told me that Biotin's role is multi-faceted and the vitamin is used for a number of different purposes.<br />1) Hair, Skin, Nails: Biotin is said to help grow healthy hair, is good for the skin and is used to help treat brittle toe and fingernails. Biotin is also used to treat hair loss (alopecia), and for people with premature gray hair due to low levels of biotin, it has helped combat graying hair.<br />2) Treatment of Candida: Some people use biotin to treat Candida because it is said to be able to prevent yeast from changing into its fungal form.<br />3) Fat Burner: Biotin is often promoted as a ""fat burner"" because one of the principle roles of biotin is to help with the metabolism of fats, proteins and carbs.<br />4) Reduce Blood Sugar: In some cases, doctors recommend biotin to help people with type 2 diabetes reduce their blood sugar.<br />5) Gene Replication: On a deeper level, biotin is integral for gene replication.<br />6) Blood Cells and Bone Marrow: Biotin also helps in the production of healthy blood cells and bone marrow.<br /><br />My hair was thinning from working at a very stressful job. It had gotten to the point where I couldn't successfully make a ponytail. I decided to have a try. After using the Biotin for 3 months, I am happy to report stronger, thicker hair. I haven't seen much growth in the length, but it is very much thicker, prettier, and more manageable. It's so much so that my hairdresser was very surprised! When I went to her to get a trim 2 months after the last haircut, it had grown to the level which would normally have taken 3 months at least to reach :)",person physician recommend bought goo gl 5hndv 10 free sampl great stuff br br person physician told biotin role multi facet vitamin use number differ purpos br 1 hair skin nail biotin said help grow healthi hair good skin use help treat brittl toe fingernail biotin also use treat hair loss alopecia peopl prematur gray hair due low level biotin help combat gray hair br 2 treatment candida peopl use biotin treat candida said abl prevent yeast chang fungal form br 3 fat burner biotin often promot fat burner one principl role biotin help metabol fat protein carb br 4 reduc blood sugar case doctor recommend biotin help peopl type 2 diabet reduc blood sugar br 5 gene replic deeper level biotin integr gene replic br 6 blood cell bone marrow biotin also help product healthi blood cell bone marrow br br hair thin work stress job gotten point success make ponytail decid tri use biotin 3 month happi report stronger thicker hair seen much growth length much thicker prettier manag much hairdress surpris went get trim 2 month last haircut grown level would normal taken 3 month least reach,N,312,fake,1
42,i have read in many reviews that calcium hampers the burning of fat. But i am taking this since october. I am losing lbs. So i dont really care what it contains as long as it keeps me fit and going.,read mani review calcium hamper burn fat take sinc octob lose lb dont realli care contain long keep fit go,Y,41,fake,1
43,Worked as expected and very cheap. It's very lightweight and durable and the length is just perfect for me and my wife. Although we still have 3 spare stylus pens we don't know what to use for.,work expect cheap lightweight durabl length perfect wife although still 3 spare stylu pen know use,Y,37,fake,1
44,"My personal physician recommended this and I bought at goo.gl/xv1lP ,with $10 off and free samples. Great stuff!!!!!<br /><br />He told that the extract of pine bark has a beneficial effect in treating over 50 diseases associated with the effects of free radicals, and also provides prevention against them:<br />1) Asthma<br />2) Chronic venous insufficiency (a condition that involves leg swelling, 3) varicose veins, pain, itching, and other skin changes)<br />4) High blood pressure (hypertension)<br />5) Retinopathy (an eye condition commonly caused by diabetes)<br />6) Attention deficit hyperactivity disorder (ADHD)<br />7) Blood clots in the legs (deep vein thrombosis)<br />8) Diabetes<br />9) Impotence (also known as erectile dysfunction or ED)<br />10) High cholesterol<br />11) Male infertility<br />12) Heart attacks or strokes<br />13) Leg cramps<br />14) Pregnancy pains (such as back pain, pelvic pain, and leg cramps)<br />15) Painful menstrual periods (dysmenorrhea).<br />16) Pycnogenol is also said to improve athletic performance.<br /><br />""So, tell me what it cant heal?"" I asked. But whatever I had a try. I use it in my type 2 diabetes herbal treatment regimen and to add preventative circulatory and longevity potential to my life one veggie cap at a time. I have been taking this pycogenol for about a month so far and the main thing I have noticed is that my allergies/cough have pretty much gone away completely. At the beginning of January this year I got sick with a pretty bad cold and have had a cough ever since that is only at night and in the morning. My doctor told me that it was most likely allergies or asthma, neither of which I have had before. The pycogenol is the only thing I have added to my regimen of vitamins/supplements in the past month and now my cough is gone.Yay!! I am also hoping this will help with my diabetes which was the reason that I started taking it so hopefully I can report back seeing a benefit on that soon too. I plan to starttaking this twice a day instead of once so I'm hoping that will help.",person physician recommend bought goo gl xv1lp 10 free sampl great stuff br br told extract pine bark benefici effect treat 50 diseas associ effect free radic also provid prevent br 1 asthma br 2 chronic venou insuffici condit involv leg swell 3 varicos vein pain itch skin chang br 4 high blood pressur hypertens br 5 retinopathi eye condit commonli caus diabet br 6 attent deficit hyperact disord adhd br 7 blood clot leg deep vein thrombosi br 8 diabet br 9 impot also known erectil dysfunct ed br 10 high cholesterol br 11 male infertil br 12 heart attack stroke br 13 leg cramp br 14 pregnanc pain back pain pelvic pain leg cramp br 15 pain menstrual period dysmenorrhea br 16 pycnogenol also said improv athlet perform br br tell cant heal ask whatev tri use type 2 diabet herbal treatment regimen add prevent circulatori longev potenti life one veggi cap time take pycogenol month far main thing notic allergi cough pretti much gone away complet begin januari year got sick pretti bad cold cough ever sinc night morn doctor told like allergi asthma neither pycogenol thing ad regimen vitamin supplement past month cough gone yay also hope help diabet reason start take hope report back see benefit soon plan starttak twice day instead hope help,N,346,fake,1
45,It is a true recommendable product which works great on my skin. I take a pill daily with a tall glass of water. It is the best way to restore and refresh the skin from within. My skin looks softer and like it has a glow after using this.,true recommend product work great skin take pill daili tall glass water best way restor refresh skin within skin look softer like glow use,Y,49,fake,1
46,"Shower curtain is a little thinner than I would like but it works just fine (for the price) with a liner behind it. Also, the darker color is almost too dark --I added some towels and s rugs of different shades of it to bring out the colors...looks nice!",shower curtain littl thinner would like work fine price liner behind also darker color almost dark ad towel rug differ shade bring color look nice,N,49,fake,1
47,I'd like to have a decent speaker set I can use for my dorm room and this is what I got for my budget and it's surprisingly good! The sound is very clear even when set to max volume and bass is decent. Perfect for me and my roommate and for some slumber party. It looks pretty conventional too. I was looking for something rather stylish.,like decent speaker set use dorm room got budget surprisingli good sound clear even set max volum bass decent perfect roommat slumber parti look pretti convent look someth rather stylish,N,66,fake,1
48,I don’t really care either way for the scent or appearance. It’s the part where it cleans that I needed.,realli care either way scent appear part clean need,N,20,fake,1
49,Searched all over for a large dutch oven. It's great for browning or carmalizing meat and with its large high grease does not splatter all over my stove. I also love it's ability to transfer it to the oven for roasting or braising. Great for soups. Easy cleanup.,search larg dutch oven great brown carmal meat larg high greas splatter stove also love abil transfer oven roast brais great soup easi cleanup,N,48,fake,1
50,I had high hopes for a thickening shampoo instead it left me with less hair then before and I feel like it accelerated my hair loss further. I will not continue using it and will return the remainder for a refund,high hope thicken shampoo instead left less hair feel like acceler hair loss continu use return remaind refund,N,41,fake,1
51,"I have begun using many of the techniques discussed in this book to help deal with my anxiety and depression. It has been a huge help! I have also begun doing some meditation, and am slowly working on replacing my Zoloft with an OTC supplement. Between these three things, my life has improved 100%. Anyone out there looking for an OTC supplement for anxiety/depression should give XanRx a try.  Really helpful in conjunction with this book.[[ASIN:B00F5JJLOC XanRx - Dietary supplement reduces symptoms of anxiety, stress, depression, and panic attacks. Boost your mood, increase relaxation, and beat your anxiety with Kava kava, 5-htp, Theanine, Gaba, and more. Money Back Guarantee!]]",begun use mani techniqu discuss book help deal anxieti depress huge help also begun medit slowli work replac zoloft otc supplement three thing life improv 100 anyon look otc supplement anxieti depress give xanrx tri realli help conjunct book asin b00f5jjloc xanrx dietari supplement reduc symptom anxieti stress depress panic attack boost mood increas relax beat anxieti kava kava 5 htp theanin gaba money back guarante,N,109,fake,1
52,This art paper was exactly what I was looking for and made a great present for my younger brother who really loves to draw anything. It was also a great price!,art paper exactli look made great present younger brother realli love draw anyth also great price,N,31,fake,1
53,"The only down side is that i find they are not air tight not good for brown sugar; chips and crackers go stale. My crackers took on the ""taste"" of the container as well. Seem to be fine for my pasta, rice, or cereal that gets eaten quickly.",side find air tight good brown sugar chip cracker go stale cracker took tast contain well seem fine pasta rice cereal get eaten quickli,N,48,fake,1
54,"There is no question about the goodness of the camera. The product is as good as a new one (except for the warranty time). I trust this brand and if it's inspected and reconditioned from the factory, I rest my faith in it.",question good camera product good new one except warranti time trust brand inspect recondit factori rest faith,N,43,fake,1
55,"Love this case, it's very sleek and slides into your pocket perfectly. Every now and then my phone falls and it has protected it from those mishaps.",love case sleek slide pocket perfectli everi phone fall protect mishap,Y,27,fake,1
56,"3 month ago, I found I have recently lost more hair than I used to be every time during shampooing my hair.  I have a thick hair but it seems looked a bit thinner now.Since then, I have been taking any steps that I can possibly to make my hair grow. And i know this product by my friend. After 2 weeks using, my hair has grown rapidly. I've gone from crying over my hair, to being pretty excited about it.",3 month ago found recent lost hair use everi time shampoo hair thick hair seem look bit thinner sinc take step possibl make hair grow know product friend 2 week use hair grown rapidli gone cri hair pretti excit,N,81,fake,1
57,"This is a nice stylus although I prefer the 'SERENE STYLUS PEN"" due to its small (4mm)nib tip for less screen obstruction. Its also very comfortable featuring its silicone grip. Check it out at  [...]",nice stylu although prefer seren stylu pen due small 4mm nib tip less screen obstruct also comfort featur silicon grip check,N,35,fake,1
58,"I bought this camera for its night vision which I have found to be very poor, if you are using this camera in low light it works well however in total darkness it doesn't work at all. I was also using night vision booster LEDs and it still did not work in total darkness.",bought camera night vision found poor use camera low light work well howev total dark work also use night vision booster led still work total dark,N,54,fake,1
59,"Ulysses Errata Once Penned<br /><br />""Ulysses"" ruined spring for me, a day in the life of a century.<br /><br />Self-pleasuring made ominous, to sell books, an overt device.<br /><br />The ""Anabasis"" is far better a template, the Odyssey foreshadows earliest in the tale, fate.<br /><br />Leopold does not Bloom, a wife's infidelity, they barely share a bedroom.<br /><br />The most dangerous book is the tell-all coming up for publication. Those who have very pointed concerns about its release fret, sweat, run it through the mind until you have a collective of murderous revenge seekers.<br /><br />Virginia Woolf, Master Novelist, was right to dismiss James Joyce's work. It can only be a tepid ode to a Grecian epic poem.<br /><br />Chris Roberts, God Made Out Verticallybe found in all of Rodmell, or England for that matter.<br /><br />Once this is finished, I walk down to the river. At the water's edge I weigh myself down with stones, my very eyes in my pockets, and slip into the deep.<br /><br />Virginia Woolf, Chronicler of Life<br /><br />* And I, C.R. would add, Best Novelist of the 20th Century<br /><br />You are loved Virginia everywhere. James Joyce, not so much, if at all. A day in the life is a small view, excluding the other billions of lives per day.",ulyss errata pen br br ulyss ruin spring day life centuri br br self pleasur made omin sell book overt devic br br anabasi far better templat odyssey foreshadow earliest tale fate br br leopold bloom wife infidel bare share bedroom br br danger book tell come public point concern releas fret sweat run mind collect murder reveng seeker br br virginia woolf master novelist right dismiss jame joyc work tepid ode grecian epic poem br br chri robert god made verticallyb found rodmel england matter br br finish walk river water edg weigh stone eye pocket slip deep br br virginia woolf chronicl life br br c r would add best novelist 20th centuri br br love virginia everywher jame joyc much day life small view exclud billion live per day,N,217,fake,1
60,It is very helpful to keep the car cool for kids and protect them from heat of the sun while we travel.Easy to attach to the car windows and it really stuck there.,help keep car cool kid protect heat sun travel easi attach car window realli stuck,Y,33,fake,1
61,Useless Christmas gift. Kept on trying to use it on different fabrics with no luck. Produces steam but not enough to do anything. Useless.,useless christma gift kept tri use differ fabric luck produc steam enough anyth useless,N,24,fake,1
62,"J. D Salinger was righteous...<br /><br />Not in his scribblings, but in this case...<br /><br />No author photo...anywhere...on the book...<br /><br />On the cover especially, oh cover...<br /><br />This disastrous, forced T. C. Boyle pose...<br /><br />Fact, not fiction...<br /><br />The redhead is never the leading man...<br /><br />In moving pictures, still photography...<br /><br />Anti-hero, the step child...<br /><br />The somebody I don't want too see...<br /><br />Red blazer, black tee is all 80s...<br /><br />I suppose better off red, than dead...<br /><br />The font and manufactured stare...<br /><br />Scream bad album cover...<br /><br />Jesus Christ couldn't pull it off...<br /><br />But together we laugh...<br /><br />At T. C.<br /><br />And share a piece of bread...<br /><br />Get polluted on crushed wine...<br /><br />And we laugh some more...<br /><br />The young Jesus...<br /><br />Before the miracles, sermons...<br /><br />The Cross so far years away...<br /><br />We trip out on Led Zeppelin...<br /><br />Chris Roberts, God of Jesus Christ (The laughing Prophet)",j saling righteou br br scribbl case br br author photo anywher book br br cover especi oh cover br br disastr forc c boyl pose br br fact fiction br br redhead never lead man br br move pictur still photographi br br anti hero step child br br somebodi want see br br red blazer black tee 80 br br suppos better red dead br br font manufactur stare br br scream bad album cover br br jesu christ pull br br togeth laugh br br c br br share piec bread br br get pollut crush wine br br laugh br br young jesu br br miracl sermon br br cross far year away br br trip led zeppelin br br chri robert god jesu christ laugh prophet,N,161,fake,1
63,"Pen Drive is very good in this budget, it works faster and no any problem yet, delivery was very fast.",pen drive good budget work faster problem yet deliveri fast,N,20,fake,1
64,"The product actually helped out in a lot of areas, particularly where my workout performance is concerned. But I was expecting it to burn fat. Maybe my research was wrong?",product actual help lot area particularli workout perform concern expect burn fat mayb research wrong,N,30,fake,1
65,This is a SMOKING HOT deal. This is the second unit in the last 2-3 weeks They work when you first plug them in but watch out. Somewhere between 1-5 charge cycles these things get so hot you can't touch them. Then they pop and smoke.....game over. No more charging.   The only reason I am giving this a 1 star is the returns have been easy. Reading all of the reviews it looks like about 1 in 3 are good chargers. I'm going to step up and pay the $$$$ for a real one this time.  Don't want to risk burning down the house over a $30 difference between junk and genuine Apple product. Yes it sucks but get yourself the real deal here http://www.amazon.vote/gp/product/B008ALAAV0,smoke hot deal second unit last 2 3 week work first plug watch somewher 1 5 charg cycl thing get hot touch pop smoke game charg reason give 1 star return easi read review look like 1 3 good charger go step pay real one time want risk burn hous 30 differ junk genuin appl product ye suck get real deal http www amazon vote gp product b008alaav0,N,125,fake,1
66,It really does work. I have been taking these for a month and a half and I have lost about 7 pounds. I am so happy that it works and that I have lost weight. I wanted to give it time before I wrote my review but it is totally worth trying!,realli work take month half lost 7 pound happi work lost weight want give time wrote review total worth tri,N,52,fake,1
67,"I am a brown skin young lady who likes the look of a tan. I had a trip plan to Miami. Not wanting to sit outside in the damaging sun for long periods, I thought I would help my tan by using this product. For three days I used this product following the directions exactly as stated. This product did not work. My skin does not have any hint of a tan.",brown skin young ladi like look tan trip plan miami want sit outsid damag sun long period thought would help tan use product three day use product follow direct exactli state product work skin hint tan,N,72,fake,1
